AlterSchätzung,DeutscherN,Heimisch
45,Silber-Ahorn,Andere
50,Silber-Ahorn,Andere
25,Ahorn,Heimisch
25,Silber-Ahorn,Andere
30,Ahorn,Heimisch
45,Scheinakazie,Andere
55,Linde,Heimisch
50,Linde,Heimisch
45,Linde,Heimisch
50,Linde,Heimisch
50,Linde,Heimisch
35,Linde,Heimisch
50,Linde,Heimisch
10,Linde,Heimisch
50,Linde,Heimisch
10,Scheinakazie,Andere
20,Straßen-Akazie,Andere
10,Scheinakazie,Andere
10,Scheinakazie,Andere
20,Platane,Heimisch
25,Platane,Heimisch
40,Platane,Heimisch
35,Platane,Heimisch
35,Platane,Heimisch
20,Straßen-Akazie,Andere
20,Scheinakazie,Andere
10,Scheinakazie,Andere
10,Scheinakazie,Andere
20,Scheinakazie,Andere
20,Straßen-Akazie,Andere
25,Straßen-Akazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
20,Scheinakazie,Andere
10,Straßen-Akazie,Andere
10,Scheinakazie,Andere
20,Straßen-Akazie,Andere
20,Straßen-Akazie,Andere
15,Scheinakazie,Andere
10,Scheinakazie,Andere
15,Scheinakazie,Andere
25,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
30,Ahorn,Heimisch
35,Bergahorn,Heimisch
35,Bergahorn,Heimisch
20,Spitzahorn,Heimisch
65,Bergahorn,Heimisch
25,Bergahorn,Heimisch
10,Scheinakazie,Andere
10,Scheinakazie,Andere
10,Scheinakazie,Andere
10,Scheinakazie,Andere
20,Scheinakazie,Andere
20,Scheinakazie,Andere
20,Tulpenbaum,Andere
20,Straßen-Akazie,Andere
20,Tulpenbaum,Andere
10,Scheinakazie,Andere
35,Amerikanischer Tulpenbaum,Andere
35,Amerikanischer Tulpenbaum,Andere
25,Amerikanischer Tulpenbaum,Andere
25,Amerikanischer Tulpenbaum,Andere
20,Amerikanischer Tulpenbaum,Andere
15,Amerikanischer Tulpenbaum,Andere
80,Kastanie,Heimisch
5,Amerikanischer Tulpenbaum,Andere
15,Amerikanischer Tulpenbaum,Andere
30,"Ginkgobaum, Fächerblattbaum",Andere
30,"Ginkgobaum, Fächerblattbaum",Andere
30,"Ginkgobaum, Fächerblattbaum",Andere
20,Ahorn,Heimisch
25,Ahorn,Heimisch
10,"Crataegus, Dorn",Heimisch
25,"Crataegus, Dorn",Heimisch
25,"Crataegus, Dorn",Heimisch
10,"Crataegus, Dorn",Heimisch
25,"Crataegus, Dorn",Heimisch
25,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
25,"Crataegus, Dorn",Heimisch
25,Ahorn,Heimisch
25,Ahorn,Heimisch
25,Scheinakazie,Andere
30,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
15,Scheinakazie,Andere
20,Scheinakazie,Andere
5,Scheinakazie,Andere
20,Scheinakazie,Andere
30,Scheinakazie,Andere
25,Scheinakazie,Andere
10,Scheinakazie,Andere
20,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
20,Scheinakazie,Andere
10,Scheinakazie,Andere
30,Scheinakazie,Andere
20,Scheinakazie,Andere
25,Scheinakazie,Andere
20,Scheinakazie,Andere
35,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
10,Scheinakazie,Andere
5,Scheinakazie,Andere
20,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Scheinakazie,Andere
5,Scheinakazie,Andere
20,Scheinakazie,Andere
20,Scheinakazie,Andere
15,Scheinakazie,Andere
30,Scheinakazie,Andere
25,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
40,Ahorn,Heimisch
25,Ahorn,Heimisch
70,Roßkastanie,Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
10,Ahorn,Heimisch
20,Silber-Ahorn,Andere
20,Silber-Ahorn,Andere
25,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
35,Ahorn,Heimisch
35,Ahorn,Heimisch
35,Ahorn,Heimisch
30,Ahorn,Heimisch
15,Ahorn,Heimisch
15,Scheinakazie,Andere
15,Blumen-Esch,Andere
20,Blumen-Esch,Andere
20,Blumen-Esch,Andere
30,Blumen-Esch,Andere
30,Blumen-Esch,Andere
10,Scheinakazie,Andere
40,Ahorn,Heimisch
25,Scheinakazie,Andere
40,Scheinakazie,Andere
30,Ahorn,Heimisch
35,Ahorn,Heimisch
20,Ahorn,Heimisch
25,Scheinakazie,Andere
30,Ahorn,Heimisch
30,Ahorn,Heimisch
20,Scheinakazie,Andere
20,Scheinakazie,Andere
10,Scheinakazie,Andere
40,Platane,Heimisch
10,Scheinakazie,Andere
20,Scheinakazie,Andere
15,Scheinakazie,Andere
25,Scheinakazie,Andere
50,Platane,Heimisch
20,Scheinakazie,Andere
30,Scheinakazie,Andere
20,Scheinakazie,Andere
30,Ahorn,Heimisch
25,Blumen-Esch,Andere
50,Platane,Heimisch
20,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
30,Blumen-Esch,Andere
40,Amerikanischer Tulpenbaum,Andere
45,Kugelahorn,Heimisch
50,Kugelahorn,Heimisch
50,Platane,Heimisch
40,Platane,Heimisch
45,Ahorn,Heimisch
30,Platane,Heimisch
20,Ahorn,Heimisch
40,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
40,Ahorn,Heimisch
40,Ahorn,Heimisch
45,Kastanie,Heimisch
25,Ahorn,Heimisch
40,Ahorn,Heimisch
45,Ahorn,Heimisch
45,Ahorn,Heimisch
40,Ahorn,Heimisch
40,Ahorn,Heimisch
40,Ahorn,Heimisch
70,Ahorn,Heimisch
20,Ahorn,Heimisch
45,Ahorn,Heimisch
30,Ahorn,Heimisch
45,Ahorn,Heimisch
55,Ahorn,Heimisch
25,Ahorn,Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
15,Birne,Heimisch
20,Birne,Heimisch
10,"Holzbirne, Gemeine Birne",Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
5,"Holzbirne, Gemeine Birne",Heimisch
15,Birne,Heimisch
20,Birne,Heimisch
20,Birne,Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
30,Baumhasel,Andere
25,Baumhasel,Andere
35,Hasel,Heimisch
30,Baumhasel,Andere
25,Ahorn,Heimisch
25,Scheinakazie,Andere
20,"Gleditsie, Lederhülsenbaum",Andere
30,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
30,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
30,Scheinakazie,Andere
25,Scheinakazie,Andere
50,"Hainbuche, Weißbuche",Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
45,"Crataegus, Dorn",Heimisch
5,"Holzbirne, Gemeine Birne",Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
40,"Crataegus, Dorn",Heimisch
15,"Holzbirne, Gemeine Birne",Heimisch
30,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
20,"Crataegus, Dorn",Heimisch
35,"Crataegus, Dorn",Heimisch
5,"Holzbirne, Gemeine Birne",Heimisch
15,Kastanie,Heimisch
35,Ahorn,Heimisch
30,Ahorn,Heimisch
15,Linde,Heimisch
25,Linde,Heimisch
10,Linde,Heimisch
20,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
35,Spitzahorn,Heimisch
20,Spitzahorn,Heimisch
20,Spitzahorn,Heimisch
20,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
20,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
20,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
45,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
40,Spitzahorn,Heimisch
20,Feldahorn,Heimisch
30,Spitzahorn,Heimisch
25,Bergahorn,Heimisch
25,Bergahorn,Heimisch
20,Bergahorn,Heimisch
10,Bergahorn,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
20,Bergahorn,Heimisch
40,Bergahorn,Heimisch
10,Bergahorn,Heimisch
30,Bergahorn,Heimisch
30,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
10,Bergahorn,Heimisch
45,Bergahorn,Heimisch
45,Bergahorn,Heimisch
30,Bergahorn,Heimisch
15,Bergahorn,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
35,Bergahorn,Heimisch
35,Bergahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
15,Ahorn,Heimisch
25,Mehlbeere,Heimisch
25,Mehlbeere,Heimisch
20,Mehlbeere,Heimisch
20,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
40,Mehlbeere,Heimisch
30,Mehlbeere,Heimisch
35,Mehlbeere,Heimisch
20,Mehlbeere,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
15,Eiche,Heimisch
10,Eiche,Heimisch
10,Eiche,Heimisch
20,Eiche,Heimisch
20,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
20,Eiche,Heimisch
25,Eiche,Heimisch
20,Eiche,Heimisch
35,Eiche,Heimisch
15,Eiche,Heimisch
30,Eiche,Heimisch
35,Eiche,Heimisch
30,Eiche,Heimisch
35,Eiche,Heimisch
35,Eiche,Heimisch
25,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
35,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
20,Eiche,Heimisch
10,Amerikanische Rot-Eiche,Andere
20,Eiche,Heimisch
10,Eiche,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Eiche,Heimisch
15,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
15,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
10,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
15,Roßkastanie,Heimisch
10,Roßkastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
10,"Pyramiden-Eiche, Säulen-Eiche",Heimisch
10,Kastanie,Heimisch
10,Kastanie,Heimisch
10,Eiche,Heimisch
10,Eiche,Heimisch
10,Eiche,Heimisch
10,Roßkastanie,Heimisch
10,Eiche,Heimisch
10,Eiche,Heimisch
20,Eiche,Heimisch
15,Eiche,Heimisch
20,Eiche,Heimisch
10,Eiche,Heimisch
30,Eiche,Heimisch
15,Eiche,Heimisch
15,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
15,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
25,Eiche,Heimisch
20,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
30,Eiche,Heimisch
20,Eiche,Heimisch
20,Eiche,Heimisch
20,Eiche,Heimisch
20,Eiche,Heimisch
35,Winterlinde,Heimisch
35,Winterlinde,Heimisch
40,Winterlinde,Heimisch
45,Winterlinde,Heimisch
30,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
15,Linde,Heimisch
35,Linde,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
10,"Ginkgobaum, Fächerblattbaum",Andere
10,"Ginkgobaum, Fächerblattbaum",Andere
5,Winterlinde,Heimisch
5,Winterlinde,Heimisch
5,Winterlinde,Heimisch
25,Gewöhnliche Kiefer,Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
50,Gewöhnliche Kiefer,Heimisch
25,Sandbirke,Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
50,Gewöhnliche Kiefer,Heimisch
60,"Sommer-Eiche, Stieleiche",Heimisch
45,Sandbirke,Heimisch
40,Winterlinde,Heimisch
55,Winterlinde,Heimisch
10,Winterlinde,Heimisch
55,Winterlinde,Heimisch
70,Winterlinde,Heimisch
70,Winterlinde,Heimisch
80,Winterlinde,Heimisch
20,Sandbirke,Heimisch
55,Winterlinde,Heimisch
65,Winterlinde,Heimisch
45,Winterlinde,Heimisch
45,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
55,Winterlinde,Heimisch
75,Winterlinde,Heimisch
30,Winterlinde,Heimisch
45,Platane,Heimisch
50,Platane,Heimisch
15,Winterlinde,Heimisch
35,Gemeine Esche,Heimisch
50,Sandbirke,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
60,Winterlinde,Heimisch
45,Winterlinde,Heimisch
65,Winterlinde,Heimisch
20,Gemeine Esche,Heimisch
30,Sandbirke,Heimisch
65,Winterlinde,Heimisch
40,Winterlinde,Heimisch
45,Winterlinde,Heimisch
20,Winterlinde,Heimisch
25,Winterlinde,Heimisch
35,Winterlinde,Heimisch
30,Amerikanische Stadt-Linde,Andere
55,Winterlinde,Heimisch
55,Sandbirke,Heimisch
50,Winterlinde,Heimisch
10,Silberlinde,Andere
60,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
65,Winterlinde,Heimisch
60,Winterlinde,Heimisch
50,Winterlinde,Heimisch
65,Winterlinde,Heimisch
45,Winterlinde,Heimisch
55,Linde,Heimisch
50,Sandbirke,Heimisch
15,Winterlinde,Heimisch
15,Winterlinde,Heimisch
15,Winterlinde,Heimisch
70,Winterlinde,Heimisch
20,Winterlinde,Heimisch
45,Winterlinde,Heimisch
60,Winterlinde,Heimisch
20,Winterlinde,Heimisch
50,Winterlinde,Heimisch
45,Winterlinde,Heimisch
50,Winterlinde,Heimisch
10,Winterlinde,Heimisch
50,Winterlinde,Heimisch
35,Winterlinde,Heimisch
40,Winterlinde,Heimisch
10,Winterlinde,Heimisch
50,Winterlinde,Heimisch
65,Winterlinde,Heimisch
40,Winterlinde,Heimisch
60,Winterlinde,Heimisch
60,Winterlinde,Heimisch
60,Winterlinde,Heimisch
60,Winterlinde,Heimisch
45,Winterlinde,Heimisch
45,Winterlinde,Heimisch
45,Winterlinde,Heimisch
50,Winterlinde,Heimisch
35,Winterlinde,Heimisch
45,Winterlinde,Heimisch
50,Winterlinde,Heimisch
60,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
55,Winterlinde,Heimisch
55,Winterlinde,Heimisch
40,Winterlinde,Heimisch
75,Roßkastanie,Heimisch
55,Roßkastanie,Heimisch
65,Roßkastanie,Heimisch
70,Platane,Heimisch
50,Platane,Heimisch
65,Roßkastanie,Heimisch
50,Platane,Heimisch
70,Roßkastanie,Heimisch
65,Roßkastanie,Heimisch
65,Roßkastanie,Heimisch
70,Roßkastanie,Heimisch
50,Roßkastanie,Heimisch
70,Roßkastanie,Heimisch
85,Roßkastanie,Heimisch
75,Roßkastanie,Heimisch
50,Roßkastanie,Heimisch
50,Roßkastanie,Heimisch
75,Roßkastanie,Heimisch
70,Roßkastanie,Heimisch
55,Roßkastanie,Heimisch
10,Roßkastanie,Heimisch
70,Roßkastanie,Heimisch
60,Roßkastanie,Heimisch
80,Roßkastanie,Heimisch
55,Roßkastanie,Heimisch
50,Roßkastanie,Heimisch
45,Winterlinde,Heimisch
55,Winterlinde,Heimisch
40,Spitzahorn,Heimisch
45,Bergahorn,Heimisch
45,Spitzahorn,Heimisch
80,Winterlinde,Heimisch
30,Ahorn,Heimisch
30,Roßkastanie,Heimisch
95,Roßkastanie,Heimisch
70,Spitzahorn,Heimisch
50,Winterlinde,Heimisch
65,Roßkastanie,Heimisch
60,Winterlinde,Heimisch
35,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
55,Winterlinde,Heimisch
75,Roßkastanie,Heimisch
30,Winterlinde,Heimisch
65,Roßkastanie,Heimisch
85,Roßkastanie,Heimisch
55,Winterlinde,Heimisch
40,Spitzahorn,Heimisch
25,Roßkastanie,Heimisch
45,Spitzahorn,Heimisch
20,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
70,Spitzahorn,Heimisch
75,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
40,Spitzahorn,Heimisch
35,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
30,Bergahorn,Heimisch
35,Roßkastanie,Heimisch
55,Roßkastanie,Heimisch
45,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
40,Bergahorn,Heimisch
40,Bergahorn,Heimisch
40,Spitzahorn,Heimisch
40,Bergahorn,Heimisch
55,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
10,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
60,Roßkastanie,Heimisch
70,Roßkastanie,Heimisch
40,Spitzahorn,Heimisch
15,Roßkastanie,Heimisch
60,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
50,Gemeine Esche,Heimisch
15,Winterlinde,Heimisch
45,Bergahorn,Heimisch
45,Bergahorn,Heimisch
75,Winterlinde,Heimisch
35,Roßkastanie,Heimisch
10,Roßkastanie,Heimisch
70,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
55,Roßkastanie,Heimisch
50,Roßkastanie,Heimisch
80,Winterlinde,Heimisch
40,Winterlinde,Heimisch
60,Winterlinde,Heimisch
35,Winterlinde,Heimisch
55,Winterlinde,Heimisch
55,Winterlinde,Heimisch
55,Winterlinde,Heimisch
15,Roßkastanie,Heimisch
45,Winterlinde,Heimisch
80,Winterlinde,Heimisch
75,Winterlinde,Heimisch
35,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
50,Roßkastanie,Heimisch
75,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
80,Spitzahorn,Heimisch
65,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
10,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
35,Roßkastanie,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
45,Platane,Heimisch
65,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
40,Platane,Heimisch
35,Kirsche,Heimisch
45,Spitzahorn,Heimisch
35,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
35,"Sommer-Eiche, Stieleiche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
35,"Hainbuche, Weißbuche",Heimisch
40,Scheinakazie,Andere
30,"Hainbuche, Weißbuche",Heimisch
60,"Sommer-Eiche, Stieleiche",Heimisch
65,"Sommer-Eiche, Stieleiche",Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
75,"Sommer-Eiche, Stieleiche",Heimisch
45,"Sommer-Eiche, Stieleiche",Heimisch
40,Winterlinde,Heimisch
40,Winterlinde,Heimisch
20,Kastanie,Heimisch
15,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
20,Bergahorn,Heimisch
30,Bergahorn,Heimisch
5,Spitzahorn,Heimisch
30,Bergahorn,Heimisch
5,Bergahorn,Heimisch
20,Bergahorn,Heimisch
15,Bergahorn,Heimisch
25,Bergahorn,Heimisch
20,Bergahorn,Heimisch
25,Bergahorn,Heimisch
20,Bergahorn,Heimisch
25,Bergahorn,Heimisch
25,Spitzahorn,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
25,Bergahorn,Heimisch
25,Bergahorn,Heimisch
25,Bergahorn,Heimisch
15,Bergahorn,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
5,Bergahorn,Heimisch
5,Bergahorn,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
15,Bergahorn,Heimisch
20,Bergahorn,Heimisch
30,Bergahorn,Heimisch
95,Weißdorn,Heimisch
55,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Silber-Ahorn,Andere
20,Sandbirke,Heimisch
25,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
15,Gewöhnliche Eberesche,Heimisch
5,Mehlbeere,Heimisch
20,Gewöhnliche Eberesche,Heimisch
15,Gewöhnliche Eberesche,Heimisch
15,Gewöhnliche Eberesche,Heimisch
15,Gewöhnliche Eberesche,Heimisch
20,Gewöhnliche Eberesche,Heimisch
20,Gewöhnliche Eberesche,Heimisch
20,Gewöhnliche Eberesche,Heimisch
20,Gewöhnliche Eberesche,Heimisch
20,Gewöhnliche Eberesche,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
10,Gewöhnliche Eberesche,Heimisch
5,Mehlbeere,Heimisch
5,Mehlbeere,Heimisch
5,Gewöhnliche Eberesche,Heimisch
5,Mehlbeere,Heimisch
25,Amerikanische Rot-Eiche,Andere
25,Amerikanische Rot-Eiche,Andere
30,Amerikanische Rot-Eiche,Andere
10,Zierapfel,Heimisch
15,Zierapfel,Heimisch
20,Zierapfel,Heimisch
15,Zierapfel,Heimisch
20,Bergahorn,Heimisch
30,Schwedische Mehlbeere,Andere
30,Gemeine Esche,Heimisch
15,Gewöhnliche Eberesche,Heimisch
15,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
10,Mehlbeere,Heimisch
20,Bergahorn,Heimisch
15,Mehlbeere,Heimisch
20,Mehlbeere,Heimisch
10,Bergahorn,Heimisch
15,Mehlbeere,Heimisch
30,Gemeine Esche,Heimisch
10,Bergahorn,Heimisch
20,Mehlbeere,Heimisch
30,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
40,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
40,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
15,Götterbaum,Andere
15,Winterlinde,Heimisch
5,Winterlinde,Heimisch
15,Winterlinde,Heimisch
15,Winterlinde,Heimisch
10,Winterlinde,Heimisch
5,Winterlinde,Heimisch
20,Walnuß,Heimisch
105,Silberlinde,Andere
60,Roßkastanie,Heimisch
10,Winterlinde,Heimisch
40,Roßkastanie,Heimisch
10,Winterlinde,Heimisch
10,Winterlinde,Heimisch
20,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
10,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
15,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
10,Gemeine Esche,Heimisch
10,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
35,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
30,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
25,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
5,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
5,Esche,Heimisch
5,Esche,Heimisch
10,Esche,Heimisch
5,Esche,Heimisch
20,Esche,Heimisch
10,Esche,Heimisch
5,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
10,Esche,Heimisch
20,Spitzahorn Cleveland,Andere
15,Japanischer Schnurbaum,Andere
40,Japanischer Schnurbaum,Andere
20,Japanischer Schnurbaum,Andere
30,Scheinakazie,Andere
35,"Wal-, Nußbaum",Heimisch
15,Lederblättriger Weißdorn,Andere
10,Feldahorn,Heimisch
15,Feldahorn,Heimisch
10,Feldahorn,Heimisch
10,Feldahorn,Heimisch
15,Feldahorn,Heimisch
10,Feldahorn,Heimisch
5,Feldahorn,Heimisch
10,Lederblättriger Weißdorn,Andere
5,Feldahorn,Heimisch
5,Feldahorn,Heimisch
10,Feldahorn,Heimisch
10,Lederblättriger Weißdorn,Andere
30,Walnuß,Heimisch
15,Feldahorn,Heimisch
10,Feldahorn,Heimisch
25,Gemeine Esche,Heimisch
20,Gemeine Esche,Heimisch
30,Späte Traubenkirsche,Andere
50,Winterlinde,Heimisch
45,Winterlinde,Heimisch
60,Winterlinde,Heimisch
65,Winterlinde,Heimisch
65,Winterlinde,Heimisch
60,Winterlinde,Heimisch
45,Winterlinde,Heimisch
55,Winterlinde,Heimisch
60,Winterlinde,Heimisch
65,Winterlinde,Heimisch
55,Winterlinde,Heimisch
40,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
30,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
30,Feldahorn,Heimisch
20,Rot-Buche,Heimisch
25,Roßkastanie,Heimisch
25,Roßkastanie,Heimisch
40,Feldahorn,Heimisch
25,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
15,Rot-Buche,Heimisch
30,Roßkastanie,Heimisch
20,Roßkastanie,Heimisch
30,Roßkastanie,Heimisch
20,Rot-Buche,Heimisch
20,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
15,Rot-Buche,Heimisch
20,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
